elements,pma_size, pma_time, vector_time
10000, 16, 0.014, 0.00210000, 32, 0.015, 0.00310000, 160, 0.017, 0.00310000, 320, 0.017, 0.00210000, 1600, 0.02, 0.00310000, 3200, 0.023, 0.00210000, 16000, 0.035, 0.003
